data,produto,categoria,quantidade,preco_unitario,loja,total_venda
2023-12-22,Produto 168,Livros,10,2048.63,Loja D,20486.300000000003
2023-08-05,Produto 190,Eletrônicos,1,4333.89,Loja A,4333.89
2023-12-22,Produto 65,Roupas,4,169.82,Loja B,679.28
2024-03-01,Produto 236,Alimentos,3,544.69,Loja C,1634.0700000000002
2024-01-11,Produto 540,Roupas,8,2561.5,Loja D,20492.0
2023-11-02,Produto 516,Brinquedos,9,4218.92,Loja A,37970.28
2024-05-10,Produto 752,Roupas,4,3408.48,Loja E,13633.92
2024-02-22,Produto 562,Eletrônicos,4,4136.69,Loja A,16546.76
2023-11-27,Produto 376,Brinquedos,1,4763.82,Loja B,4763.82
2023-10-27,Produto 644,Brinquedos,4,2534.66,Loja D,10138.64
2024-05-02,Produto 954,Livros,5,1147.02,Loja B,5735.1
2024-02-03,Produto 909,Brinquedos,10,2474.68,Loja C,24746.8
2023-02-17,Produto 604,Brinquedos,1,1664.45,Loja B,1664.45
2023-07-08,Produto 206,Brinquedos,4,3099.63,Loja B,12398.52
2024-02-26,Produto 629,Roupas,8,3387.07,Loja C,27096.56
2023-07-29,Produto 853,Brinquedos,8,1157.91,Loja A,9263.28
2023-05-05,Produto 247,Roupas,3,1177.28,Loja C,3531.84
2023-01-06,Produto 979,Alimentos,4,4016.85,Loja E,16067.4
2023-09-20,Produto 369,Alimentos,7,1423.13,Loja D,9961.91
2023-08-08,Produto 484,Eletrônicos,2,3255.7,Loja E,6511.4
2023-08-10,Produto 674,Eletrônicos,9,4174.59,Loja D,37571.31
2024-04-17,Produto 295,Alimentos,6,3938.92,Loja B,23633.52
2023-05-29,Produto 703,Eletrônicos,4,1893.43,Loja D,7573.72
2023-11-01,Produto 382,Livros,8,2419.27,Loja A,19354.16
2023-04-21,Produto 173,Livros,4,3149.67,Loja B,12598.68
2023-01-08,Produto 228,Roupas,4,3685.01,Loja C,14740.04
2023-03-27,Produto 329,Alimentos,2,2217.71,Loja D,4435.42
2023-07-14,Produto 628,Roupas,9,2067.92,Loja B,18611.28
2023-12-25,Produto 434,Brinquedos,5,1326.51,Loja C,6632.55
2023-03-07,Produto 348,Brinquedos,6,3874.67,Loja D,23248.02
2024-05-18,Produto 28,Eletrônicos,10,869.91,Loja B,8699.1
2023-09-03,Produto 226,Livros,4,701.53,Loja A,2806.12
2023-07-29,Produto 308,Livros,6,521.4,Loja C,3128.3999999999996
2023-10-19,Produto 506,Livros,8,2383.63,Loja B,19069.04
2024-05-09,Produto 654,Brinquedos,4,109.2,Loja C,436.8
2023-12-21,Produto 798,Roupas,3,2292.76,Loja C,6878.280000000001
2023-01-13,Produto 332,Alimentos,4,1856.6,Loja E,7426.4
2023-10-13,Produto 248,Livros,8,2542.24,Loja E,20337.92
2023-08-24,Produto 948,Eletrônicos,10,3968.04,Loja B,39680.4
2024-05-18,Produto 313,Brinquedos,2,1412.2,Loja A,2824.4
2024-02-09,Produto 407,Roupas,2,1040.45,Loja B,2080.9
2024-03-07,Produto 713,Eletrônicos,7,845.35,Loja C,5917.45
2024-03-29,Produto 27,Roupas,9,2605.51,Loja C,23449.590000000004
2024-01-24,Produto 207,Roupas,5,199.94,Loja E,999.7
2023-01-30,Produto 954,Livros,2,2282.11,Loja E,4564.22
2023-09-26,Produto 245,Eletrônicos,8,3764.92,Loja E,30119.36
2024-01-22,Produto 484,Brinquedos,3,3195.73,Loja E,9587.19
2023-12-02,Produto 889,Roupas,7,1990.51,Loja C,13933.57
2024-03-18,Produto 949,Roupas,9,621.42,Loja C,5592.78
2023-03-30,Produto 869,Eletrônicos,7,2306.36,Loja B,16144.52
2024-04-17,Produto 51,Roupas,6,4587.94,Loja A,27527.64
2023-10-29,Produto 396,Alimentos,7,3646.9,Loja B,25528.3
2023-09-10,Produto 256,Livros,10,4068.43,Loja C,40684.299999999996
2024-02-14,Produto 825,Brinquedos,2,3207.7,Loja B,6415.4
2024-04-23,Produto 511,Eletrônicos,10,4668.76,Loja B,46687.600000000006
2023-01-07,Produto 65,Livros,6,3496.81,Loja E,20980.86
2023-04-04,Produto 395,Brinquedos,1,166.02,Loja E,166.02
2024-06-16,Produto 523,Roupas,6,1190.44,Loja B,7142.64
2023-11-16,Produto 501,Eletrônicos,10,3611.26,Loja A,36112.600000000006
2023-03-12,Produto 123,Livros,2,4484.45,Loja E,8968.9
2023-06-22,Produto 813,Alimentos,1,3296.33,Loja B,3296.33
2023-12-30,Produto 355,Brinquedos,1,2801.41,Loja D,2801.41
2023-12-19,Produto 722,Alimentos,4,4618.63,Loja E,18474.52
2024-01-16,Produto 975,Livros,3,3360.5,Loja E,10081.5
2023-07-29,Produto 537,Livros,3,4579.76,Loja C,13739.28
2023-09-09,Produto 51,Alimentos,2,4910.77,Loja B,9821.54
2024-01-31,Produto 486,Brinquedos,10,2513.82,Loja C,25138.2
2023-11-02,Produto 253,Roupas,6,676.04,Loja E,4056.24
2023-05-12,Produto 1,Roupas,3,244.84,Loja D,734.52
2023-05-26,Produto 54,Alimentos,9,3032.48,Loja C,27292.32
2023-10-17,Produto 520,Roupas,10,2653.44,Loja B,26534.4
2023-11-17,Produto 520,Eletrônicos,6,3428.63,Loja A,20571.78
2023-02-17,Produto 495,Brinquedos,9,1248.06,Loja B,11232.539999999999
2024-01-12,Produto 363,Roupas,5,1456.2,Loja A,7281.0
2024-02-13,Produto 217,Eletrônicos,9,1855.4,Loja E,16698.600000000002
2023-03-08,Produto 900,Roupas,5,4516.88,Loja E,22584.4
2024-01-19,Produto 693,Alimentos,1,4408.55,Loja C,4408.55
2023-11-05,Produto 250,Roupas,2,3030.57,Loja D,6061.14
2023-09-20,Produto 46,Livros,2,1845.07,Loja E,3690.14
2023-03-17,Produto 956,Brinquedos,7,1258.53,Loja E,8809.71
2023-12-07,Produto 608,Alimentos,9,4022.8,Loja B,36205.200000000004
2023-10-06,Produto 873,Brinquedos,9,3614.1,Loja B,32526.899999999998
2024-01-21,Produto 188,Roupas,1,4508.73,Loja E,4508.73
2023-06-10,Produto 386,Alimentos,6,1919.8,Loja A,11518.8
2023-03-29,Produto 481,Eletrônicos,1,1626.41,Loja B,1626.41
2023-02-25,Produto 173,Eletrônicos,6,3064.35,Loja A,18386.1
2023-02-03,Produto 376,Eletrônicos,2,1427.32,Loja E,2854.64
2023-12-11,Produto 397,Eletrônicos,1,3680.16,Loja D,3680.16
2023-04-14,Produto 542,Brinquedos,9,584.14,Loja A,5257.26
2023-05-11,Produto 601,Alimentos,10,2734.26,Loja D,27342.600000000002
2023-01-20,Produto 833,Roupas,7,2799.1,Loja A,19593.7
2023-10-10,Produto 346,Roupas,2,2397.0,Loja D,4794.0
2023-01-08,Produto 41,Roupas,5,4620.16,Loja A,23100.8
2023-08-07,Produto 876,Brinquedos,7,412.6,Loja C,2888.2000000000003
2023-11-05,Produto 856,Brinquedos,4,518.56,Loja D,2074.24
2024-06-03,Produto 3,Eletrônicos,3,3736.81,Loja A,11210.43
2024-03-04,Produto 205,Brinquedos,9,1934.24,Loja B,17408.16
2023-07-07,Produto 52,Livros,2,3602.49,Loja E,7204.98
2023-07-16,Produto 54,Alimentos,5,1608.67,Loja D,8043.35
2023-03-23,Produto 10,Alimentos,6,452.23,Loja C,2713.38
2024-03-11,Produto 548,Eletrônicos,8,2454.46,Loja D,19635.68
2023-02-16,Produto 291,Roupas,7,1372.83,Loja D,9609.81
2023-02-02,Produto 439,Eletrônicos,1,49.22,Loja A,49.22
2024-02-03,Produto 69,Roupas,1,1901.16,Loja B,1901.16
2024-06-09,Produto 847,Alimentos,4,1723.4,Loja E,6893.6
2023-10-20,Produto 0,Alimentos,9,901.0,Loja B,8109.0
2023-03-26,Produto 944,Livros,5,184.02,Loja C,920.1
2023-04-02,Produto 753,Livros,10,2190.75,Loja E,21907.5
2024-06-01,Produto 55,Livros,10,4975.74,Loja E,49757.399999999994
2024-04-26,Produto 914,Alimentos,3,1957.35,Loja D,5872.049999999999
2023-04-30,Produto 47,Alimentos,5,509.8,Loja B,2549.0
2024-06-07,Produto 331,Livros,4,2031.92,Loja E,8127.68
2024-03-31,Produto 945,Alimentos,1,533.87,Loja B,533.87
2023-12-29,Produto 739,Brinquedos,7,2716.49,Loja A,19015.43
2024-05-23,Produto 814,Alimentos,9,1615.23,Loja E,14537.07
2023-02-18,Produto 286,Brinquedos,2,1266.73,Loja A,2533.46
2024-05-10,Produto 436,Roupas,7,2686.0,Loja D,18802.0
2023-01-23,Produto 583,Alimentos,2,2032.3,Loja C,4064.6
2024-05-13,Produto 551,Brinquedos,4,1789.98,Loja E,7159.92
2023-01-22,Produto 539,Alimentos,3,4822.48,Loja A,14467.439999999999
2023-08-07,Produto 640,Alimentos,6,2318.57,Loja C,13911.420000000002
2023-04-30,Produto 827,Roupas,10,3125.72,Loja B,31257.199999999997
2023-01-11,Produto 347,Brinquedos,6,487.29,Loja B,2923.7400000000002
2023-10-20,Produto 669,Roupas,1,1982.1,Loja E,1982.1
2023-09-28,Produto 134,Eletrônicos,10,1769.77,Loja A,17697.7
2023-06-27,Produto 572,Livros,4,3123.18,Loja E,12492.72
2023-05-03,Produto 561,Livros,2,414.19,Loja A,828.38
2023-01-14,Produto 109,Eletrônicos,3,2869.55,Loja A,8608.650000000001
2024-04-26,Produto 540,Roupas,6,2960.26,Loja E,17761.56
2023-08-16,Produto 231,Alimentos,2,4687.87,Loja A,9375.74
2024-02-23,Produto 565,Brinquedos,3,4195.33,Loja E,12585.99
2024-04-08,Produto 884,Brinquedos,2,1703.06,Loja D,3406.12
2023-08-24,Produto 461,Livros,3,272.05,Loja C,816.1500000000001
2023-10-17,Produto 60,Roupas,1,2465.28,Loja D,2465.28
2024-03-27,Produto 813,Eletrônicos,2,576.94,Loja A,1153.88
2023-03-13,Produto 232,Livros,1,279.26,Loja E,279.26
2023-02-25,Produto 712,Brinquedos,2,3808.44,Loja A,7616.88
2023-10-11,Produto 644,Eletrônicos,2,923.11,Loja A,1846.22
2023-04-09,Produto 463,Livros,4,4512.27,Loja D,18049.08
2023-10-12,Produto 463,Roupas,8,2156.15,Loja D,17249.2
2023-02-23,Produto 633,Brinquedos,9,3241.52,Loja A,29173.68
2023-03-18,Produto 466,Alimentos,1,4838.36,Loja B,4838.36
2023-08-14,Produto 898,Livros,3,3484.98,Loja C,10454.94
2023-10-16,Produto 461,Eletrônicos,6,3738.69,Loja A,22432.14
2023-11-15,Produto 226,Roupas,10,2938.5,Loja D,29385.0
2023-12-27,Produto 989,Alimentos,4,355.32,Loja A,1421.28
2023-06-29,Produto 378,Eletrônicos,5,2686.4,Loja A,13432.0
2023-12-04,Produto 21,Roupas,6,274.12,Loja B,1644.72
2023-02-10,Produto 159,Roupas,9,1135.83,Loja D,10222.47
2024-06-14,Produto 849,Brinquedos,10,4715.47,Loja B,47154.700000000004
2024-02-13,Produto 998,Alimentos,3,3993.04,Loja D,11979.119999999999
2023-09-20,Produto 402,Alimentos,5,4616.2,Loja B,23081.0
2023-11-28,Produto 406,Brinquedos,1,1887.55,Loja C,1887.55
2023-05-29,Produto 580,Alimentos,2,3131.07,Loja E,6262.14
2023-07-25,Produto 777,Livros,2,4520.69,Loja A,9041.38
2023-08-06,Produto 611,Roupas,5,1337.23,Loja D,6686.15
2023-05-12,Produto 903,Livros,9,515.76,Loja C,4641.84
2024-03-04,Produto 631,Livros,6,799.6,Loja A,4797.6
2024-02-01,Produto 987,Alimentos,4,2591.99,Loja E,10367.96
2024-04-01,Produto 214,Brinquedos,6,3330.53,Loja E,19983.18
2023-10-11,Produto 161,Alimentos,4,4506.69,Loja A,18026.76
2023-06-26,Produto 144,Roupas,2,2136.04,Loja E,4272.08
2024-01-12,Produto 71,Alimentos,8,186.65,Loja C,1493.2
2024-03-04,Produto 27,Roupas,8,2231.28,Loja D,17850.24
2023-05-21,Produto 286,Livros,2,3703.06,Loja A,7406.12
2024-05-07,Produto 939,Brinquedos,9,3200.44,Loja B,28803.96
2024-02-09,Produto 202,Eletrônicos,4,573.56,Loja E,2294.24
2024-05-25,Produto 970,Livros,8,2632.21,Loja E,21057.68
2023-06-02,Produto 259,Livros,4,2824.13,Loja E,11296.52
2023-04-26,Produto 4,Brinquedos,6,1899.7,Loja D,11398.2
2024-04-30,Produto 18,Eletrônicos,2,3777.64,Loja E,7555.28
2024-01-27,Produto 473,Eletrônicos,2,105.8,Loja E,211.6
2024-05-22,Produto 895,Eletrônicos,2,1699.32,Loja E,3398.64
2023-07-04,Produto 40,Roupas,6,1626.94,Loja B,9761.64
2023-04-13,Produto 773,Roupas,4,2630.59,Loja D,10522.36
2023-09-12,Produto 708,Eletrônicos,5,2700.55,Loja C,13502.75
2023-11-29,Produto 935,Livros,5,4084.84,Loja D,20424.2
2023-12-14,Produto 493,Alimentos,3,3015.94,Loja B,9047.82
2023-08-12,Produto 960,Roupas,1,3163.33,Loja C,3163.33
2024-04-12,Produto 695,Livros,5,946.92,Loja A,4734.599999999999
2024-04-01,Produto 535,Alimentos,1,514.04,Loja A,514.04
2023-10-10,Produto 114,Brinquedos,1,3059.42,Loja C,3059.42
2024-02-08,Produto 931,Roupas,10,3356.28,Loja D,33562.8
2023-08-17,Produto 867,Livros,4,61.93,Loja C,247.72
2024-03-16,Produto 573,Eletrônicos,2,3391.73,Loja D,6783.46
2023-01-31,Produto 362,Livros,10,3126.84,Loja B,31268.4
2024-05-18,Produto 301,Livros,5,902.18,Loja B,4510.9
2023-08-17,Produto 152,Roupas,2,805.33,Loja B,1610.66
2024-05-30,Produto 481,Alimentos,7,3100.99,Loja C,21706.93
2024-03-22,Produto 88,Livros,7,83.07,Loja C,581.49
2023-12-21,Produto 403,Livros,9,1259.14,Loja E,11332.26
2023-04-13,Produto 125,Brinquedos,8,2852.61,Loja E,22820.88
2023-08-13,Produto 816,Brinquedos,7,4116.51,Loja E,28815.57
2024-03-05,Produto 948,Eletrônicos,2,4218.49,Loja B,8436.98
2023-09-09,Produto 125,Roupas,4,4375.74,Loja D,17502.96
2023-09-06,Produto 743,Livros,7,945.78,Loja B,6620.46
2023-02-11,Produto 203,Brinquedos,2,1286.6,Loja D,2573.2
2023-04-05,Produto 647,Alimentos,9,3195.58,Loja E,28760.22
2023-05-15,Produto 40,Eletrônicos,4,4593.83,Loja A,18375.32
2023-07-27,Produto 859,Brinquedos,3,866.89,Loja A,2600.67
2023-12-10,Produto 196,Alimentos,3,848.15,Loja A,2544.45
2024-06-01,Produto 901,Alimentos,6,2423.55,Loja C,14541.300000000001
2024-04-01,Produto 822,Eletrônicos,5,1399.74,Loja E,6998.7
2023-12-08,Produto 404,Brinquedos,2,2267.02,Loja B,4534.04
2023-09-24,Produto 656,Eletrônicos,9,4353.24,Loja C,39179.159999999996
2023-03-04,Produto 945,Roupas,7,1759.03,Loja A,12313.21
2023-05-25,Produto 682,Brinquedos,4,2497.9,Loja C,9991.6
2024-01-14,Produto 557,Alimentos,5,3611.88,Loja B,18059.4
2023-11-23,Produto 569,Eletrônicos,8,4156.78,Loja B,33254.24
2024-05-14,Produto 433,Roupas,7,1166.79,Loja A,8167.53
2023-03-24,Produto 375,Eletrônicos,4,2109.14,Loja B,8436.56
2023-07-22,Produto 918,Eletrônicos,8,682.34,Loja E,5458.72
2023-01-29,Produto 111,Alimentos,6,4404.36,Loja B,26426.159999999996
2023-02-04,Produto 601,Brinquedos,5,1207.24,Loja A,6036.2
2023-06-19,Produto 6,Livros,6,1560.06,Loja E,9360.36
2023-02-10,Produto 949,Roupas,6,2909.02,Loja E,17454.12
2024-03-21,Produto 911,Eletrônicos,2,4443.61,Loja C,8887.22
2023-07-22,Produto 528,Alimentos,4,3649.47,Loja E,14597.88
2023-07-28,Produto 715,Brinquedos,1,2326.5,Loja B,2326.5
2023-12-16,Produto 540,Brinquedos,9,2246.67,Loja B,20220.03
2023-04-09,Produto 375,Brinquedos,7,727.17,Loja B,5090.19
2023-01-22,Produto 842,Roupas,5,1098.42,Loja E,5492.1
2023-08-13,Produto 791,Alimentos,6,3982.36,Loja B,23894.16
2023-09-08,Produto 110,Alimentos,3,4818.53,Loja C,14455.59
2023-08-28,Produto 725,Roupas,7,482.06,Loja B,3374.42
2023-09-04,Produto 688,Eletrônicos,7,1311.91,Loja A,9183.37
2024-04-28,Produto 682,Brinquedos,9,1174.35,Loja E,10569.15
2024-05-22,Produto 599,Alimentos,9,3020.79,Loja E,27187.11
2023-12-06,Produto 793,Roupas,7,74.82,Loja C,523.74
2023-04-12,Produto 950,Alimentos,8,4729.75,Loja C,37838.0
2023-08-10,Produto 359,Roupas,8,3155.56,Loja B,25244.48
2023-04-29,Produto 111,Eletrônicos,2,892.89,Loja A,1785.78
2023-07-24,Produto 941,Alimentos,1,4979.07,Loja D,4979.07
2023-03-10,Produto 387,Alimentos,8,4495.43,Loja C,35963.44
2023-07-23,Produto 87,Brinquedos,3,4414.58,Loja E,13243.74
2023-03-04,Produto 715,Alimentos,7,608.63,Loja A,4260.41
2023-11-05,Produto 666,Brinquedos,7,523.53,Loja E,3664.71
2023-12-11,Produto 384,Alimentos,4,2229.52,Loja B,8918.08
2023-02-12,Produto 629,Alimentos,2,3440.37,Loja B,6880.74
2023-07-10,Produto 38,Eletrônicos,1,4421.37,Loja E,4421.37
2023-07-13,Produto 264,Livros,7,2611.06,Loja A,18277.42
2023-03-30,Produto 55,Eletrônicos,9,3963.33,Loja A,35669.97
2023-04-14,Produto 763,Roupas,3,3727.37,Loja A,11182.11
2023-08-17,Produto 710,Livros,10,4983.55,Loja D,49835.5
2024-01-08,Produto 506,Roupas,9,2265.19,Loja E,20386.71
2023-02-16,Produto 806,Roupas,7,1933.72,Loja A,13536.04
2023-07-18,Produto 679,Brinquedos,4,1546.52,Loja B,6186.08
2023-07-22,Produto 491,Roupas,10,2636.81,Loja D,26368.1
2023-12-09,Produto 751,Eletrônicos,5,227.11,Loja D,1135.5500000000002
2023-06-19,Produto 696,Brinquedos,3,1266.4,Loja A,3799.2000000000003
2023-03-12,Produto 828,Alimentos,9,2844.37,Loja C,25599.329999999998
2023-06-02,Produto 554,Brinquedos,5,2644.34,Loja B,13221.7
2023-02-20,Produto 366,Eletrônicos,8,2353.47,Loja A,18827.76
2024-06-05,Produto 481,Livros,2,1593.56,Loja E,3187.12
2023-02-23,Produto 323,Brinquedos,10,304.11,Loja B,3041.1000000000004
2023-08-09,Produto 223,Eletrônicos,4,3497.41,Loja C,13989.64
2024-04-13,Produto 315,Alimentos,8,975.04,Loja E,7800.32
2023-05-07,Produto 325,Livros,8,1024.13,Loja B,8193.04
2023-11-06,Produto 0,Alimentos,3,3199.98,Loja D,9599.94
2023-07-10,Produto 516,Alimentos,6,310.45,Loja D,1862.6999999999998
2024-02-29,Produto 27,Alimentos,2,4530.28,Loja B,9060.56
2024-01-06,Produto 82,Livros,9,2964.78,Loja E,26683.02
2024-02-23,Produto 619,Brinquedos,9,1398.57,Loja E,12587.13
2023-06-02,Produto 519,Livros,8,3360.17,Loja B,26881.36
2024-05-27,Produto 520,Brinquedos,9,1222.67,Loja C,11004.03
2024-06-28,Produto 520,Eletrônicos,2,969.83,Loja E,1939.66
2023-11-14,Produto 998,Roupas,5,3555.03,Loja B,17775.15
2024-03-02,Produto 26,Livros,5,371.43,Loja B,1857.15
2023-04-08,Produto 927,Brinquedos,8,3038.34,Loja C,24306.72
2023-10-23,Produto 41,Alimentos,4,3203.38,Loja E,12813.52
2023-01-21,Produto 803,Roupas,1,3517.79,Loja D,3517.79
2023-05-25,Produto 686,Brinquedos,7,4500.58,Loja B,31504.059999999998
2023-04-01,Produto 56,Alimentos,8,3912.83,Loja B,31302.64
2023-04-09,Produto 228,Alimentos,6,3980.31,Loja D,23881.86
2023-06-08,Produto 44,Livros,6,4471.02,Loja D,26826.120000000003
2023-02-07,Produto 286,Alimentos,2,4809.66,Loja A,9619.32
2024-05-24,Produto 553,Alimentos,9,4573.02,Loja C,41157.18000000001
2024-02-05,Produto 219,Alimentos,7,2656.18,Loja E,18593.26
2024-05-05,Produto 672,Brinquedos,4,1967.0,Loja C,7868.0
2023-03-23,Produto 884,Brinquedos,3,3570.67,Loja B,10712.01
2023-01-20,Produto 797,Livros,9,462.98,Loja E,4166.82
2023-10-19,Produto 590,Roupas,10,3390.4,Loja D,33904.0
2023-06-24,Produto 102,Livros,2,536.34,Loja A,1072.68
2023-01-05,Produto 506,Brinquedos,5,3976.18,Loja D,19880.899999999998
2024-05-10,Produto 765,Roupas,9,1288.81,Loja B,11599.289999999999
2024-06-25,Produto 606,Alimentos,4,2885.71,Loja A,11542.84
2024-05-09,Produto 440,Alimentos,9,3262.05,Loja C,29358.45
2023-08-14,Produto 861,Alimentos,6,2100.84,Loja E,12605.04
2023-06-30,Produto 669,Brinquedos,4,2858.94,Loja D,11435.76
2023-07-14,Produto 819,Livros,3,4467.06,Loja A,13401.18
2023-07-17,Produto 850,Roupas,2,707.51,Loja C,1415.02
2023-04-28,Produto 754,Eletrônicos,2,3716.63,Loja A,7433.26
2023-03-30,Produto 671,Roupas,2,756.52,Loja B,1513.04
2024-06-21,Produto 656,Eletrônicos,1,2497.02,Loja A,2497.02
2023-06-19,Produto 632,Livros,1,3905.29,Loja D,3905.29
2023-07-01,Produto 756,Eletrônicos,6,964.27,Loja D,5785.62
2023-06-26,Produto 419,Livros,5,3707.53,Loja C,18537.65
2023-05-23,Produto 939,Livros,9,1630.88,Loja C,14677.920000000002
2024-06-03,Produto 77,Alimentos,6,2393.46,Loja B,14360.76
2023-07-26,Produto 562,Eletrônicos,7,1541.59,Loja E,10791.13
2023-11-28,Produto 532,Roupas,3,2019.53,Loja C,6058.59
2023-11-05,Produto 541,Alimentos,1,4713.78,Loja E,4713.78
2024-04-07,Produto 26,Brinquedos,5,4148.48,Loja D,20742.399999999998
2024-03-16,Produto 923,Alimentos,1,1989.19,Loja B,1989.19
2024-03-30,Produto 859,Livros,9,3993.75,Loja E,35943.75
2023-09-26,Produto 645,Alimentos,10,444.09,Loja B,4440.9
2023-07-17,Produto 478,Livros,4,4422.84,Loja D,17691.36
2023-10-24,Produto 749,Eletrônicos,5,1869.39,Loja D,9346.95
2023-01-17,Produto 619,Alimentos,6,806.28,Loja D,4837.68
2023-01-12,Produto 865,Brinquedos,9,1130.76,Loja E,10176.84
2024-02-03,Produto 525,Roupas,5,3319.46,Loja A,16597.3
2023-10-23,Produto 454,Livros,6,4907.08,Loja B,29442.48
2023-08-05,Produto 179,Alimentos,8,1025.92,Loja B,8207.36
2024-03-06,Produto 77,Alimentos,6,4992.59,Loja D,29955.54
2023-02-15,Produto 493,Eletrônicos,6,1256.81,Loja A,7540.86
2024-03-22,Produto 314,Alimentos,9,4458.6,Loja A,40127.4
2024-01-01,Produto 150,Eletrônicos,8,892.68,Loja B,7141.44
2023-08-27,Produto 413,Eletrônicos,10,1094.95,Loja B,10949.5
2024-01-27,Produto 401,Brinquedos,6,19.11,Loja B,114.66
2023-09-29,Produto 518,Roupas,10,602.71,Loja B,6027.1
2024-03-25,Produto 589,Brinquedos,9,44.5,Loja E,400.5
2023-05-26,Produto 987,Roupas,10,2949.4,Loja C,29494.0
2023-07-16,Produto 692,Brinquedos,9,4655.85,Loja E,41902.65
2023-06-07,Produto 894,Brinquedos,7,99.16,Loja B,694.12
2023-03-28,Produto 955,Roupas,10,2986.97,Loja D,29869.699999999997
2023-02-15,Produto 908,Eletrônicos,5,1576.5,Loja E,7882.5
2024-06-24,Produto 498,Livros,10,4299.55,Loja E,42995.5
2023-06-30,Produto 93,Alimentos,2,2304.27,Loja A,4608.54
2023-12-28,Produto 187,Roupas,3,1341.36,Loja D,4024.08
2023-12-31,Produto 92,Eletrônicos,8,4968.98,Loja E,39751.84
2023-07-02,Produto 642,Alimentos,5,4008.04,Loja B,20040.2
2023-01-23,Produto 919,Livros,4,4750.28,Loja A,19001.12
2023-08-08,Produto 652,Eletrônicos,10,4361.3,Loja B,43613.0
2024-05-12,Produto 110,Livros,2,3183.98,Loja C,6367.96
2023-01-26,Produto 27,Brinquedos,8,2307.71,Loja D,18461.68
2024-02-17,Produto 25,Roupas,2,443.2,Loja E,886.4
2023-10-02,Produto 55,Brinquedos,3,2332.64,Loja D,6997.92
2023-05-01,Produto 804,Roupas,6,1945.43,Loja E,11672.58
2023-08-19,Produto 247,Livros,1,4918.88,Loja E,4918.88
2023-01-18,Produto 928,Eletrônicos,7,2100.33,Loja B,14702.31
2023-03-22,Produto 826,Roupas,7,626.41,Loja E,4384.87
2023-09-01,Produto 495,Livros,2,3819.66,Loja A,7639.32
2023-10-14,Produto 817,Roupas,5,4223.34,Loja E,21116.7
2023-10-07,Produto 392,Roupas,4,4067.62,Loja C,16270.48
2024-02-04,Produto 438,Alimentos,10,3897.99,Loja C,38979.899999999994
2023-05-06,Produto 624,Livros,5,1109.52,Loja E,5547.6
2023-04-06,Produto 400,Brinquedos,8,58.97,Loja A,471.76
2023-08-03,Produto 905,Livros,8,2741.52,Loja A,21932.16
2024-03-07,Produto 948,Roupas,9,4377.04,Loja B,39393.36
2023-07-28,Produto 751,Brinquedos,9,3941.49,Loja E,35473.409999999996
2023-08-11,Produto 38,Alimentos,6,4109.43,Loja B,24656.58
2024-05-18,Produto 170,Livros,8,4725.06,Loja E,37800.48
2023-07-06,Produto 179,Roupas,9,50.93,Loja C,458.37
2023-12-21,Produto 327,Alimentos,1,130.91,Loja C,130.91
2023-07-26,Produto 102,Alimentos,2,4188.89,Loja A,8377.78
2023-02-21,Produto 761,Livros,1,678.83,Loja B,678.83
2023-07-09,Produto 461,Livros,10,1251.52,Loja B,12515.2
2024-02-27,Produto 823,Brinquedos,2,2221.39,Loja C,4442.78
2023-11-17,Produto 979,Roupas,9,3063.71,Loja D,27573.39
2024-04-13,Produto 571,Livros,10,3520.83,Loja E,35208.3
2023-08-13,Produto 236,Eletrônicos,9,4538.72,Loja A,40848.48
2023-04-27,Produto 284,Alimentos,10,3239.0,Loja D,32390.0
2024-01-14,Produto 31,Brinquedos,2,1841.26,Loja A,3682.52
2023-04-14,Produto 125,Eletrônicos,8,3203.05,Loja E,25624.4
2023-02-07,Produto 931,Livros,4,2898.99,Loja A,11595.96
2024-03-23,Produto 109,Livros,5,3164.94,Loja E,15824.7
2023-01-17,Produto 300,Eletrônicos,7,4567.93,Loja C,31975.510000000002
2023-02-24,Produto 186,Roupas,4,2922.87,Loja A,11691.48
2023-12-27,Produto 13,Livros,9,835.4,Loja B,7518.599999999999
2023-10-26,Produto 540,Alimentos,8,3805.08,Loja D,30440.64
2024-06-19,Produto 182,Alimentos,5,2543.48,Loja B,12717.4
2023-01-16,Produto 971,Brinquedos,4,3013.69,Loja B,12054.76
2024-01-24,Produto 35,Eletrônicos,8,341.58,Loja C,2732.64
2023-11-20,Produto 103,Livros,4,826.65,Loja A,3306.6
2023-05-04,Produto 866,Brinquedos,2,635.86,Loja C,1271.72
2023-12-19,Produto 846,Eletrônicos,3,1218.76,Loja B,3656.2799999999997
2024-05-18,Produto 736,Brinquedos,6,2348.69,Loja D,14092.14
2024-04-20,Produto 260,Alimentos,9,4412.77,Loja B,39714.93000000001
2023-12-09,Produto 862,Brinquedos,7,3852.75,Loja A,26969.25
2023-04-06,Produto 401,Roupas,2,2377.44,Loja D,4754.88
